bert_small--encoder--jigsaw,bert_small--encoder--jigsaw--symmetric-init,bert_small--encoder--wikipedia,bert_small--encoder--wikipedia--symmetric-init,bert_small--encoder--red_pajama,bert_small--encoder--red_pajama--symmetric-init,bert--encoder--jigsaw,bert--encoder--jigsaw--symmetric-init,bert--encoder--wikipedia,bert--encoder--wikipedia--symmetric-init,bert--encoder--red_pajama,bert--encoder--red_pajama--symmetric-init
2.9781,2.9347,1.1408,0.883,1.2597,1.0063,1.7469,1.7567,0.3185,0.2992,0.3575,0.3285
2.9728,2.929,1.1417,0.8824,1.2569,1.0029,1.7359,1.7462,0.3173,0.2982,0.3577,0.3277
2.9851,2.9399,1.1408,0.8827,1.2561,1.005,1.743,1.7578,0.3177,0.2983,0.3568,0.3253
2.9844,2.9396,1.1359,0.8788,1.256,1.0049,1.7424,1.7515,0.3159,0.297,0.3571,0.3268
2.9664,2.9232,1.1391,0.8823,1.2572,1.0044,1.7324,1.73795,0.3181,0.2986,0.3583,0.3273
2.977,2.9326,1.1367,0.8801,1.2561,1.0024,1.7277,1.7475,0.3169,0.2979,0.3569,0.3277
2.9707,2.9271,1.1366,0.8818,1.2555,1.0037,1.7361,1.7477,0.3166,0.2977,0.3568,0.3252
2.9753,2.9315,1.1364,0.8803,1.2551,1.0038,1.7325,1.7374,0.3158,0.297,0.3557,0.3265
2.9716,2.9304,1.1352,0.8808,1.2542,1.0019,1.7301,1.7452,0.3172,0.2982,0.3552,0.3253
2.9748,2.9314,1.1332,0.8785,1.251,1.0023,1.7371,1.7487,0.3154,0.2964,0.3561,0.3259
2.9839,2.9403,1.1345,0.8809,1.2509,1.0008,1.7332,1.7365,0.3166,0.298,0.3555,0.3249
2.9669,2.9239,1.1332,0.8787,1.2528,0.9993,1.7333,1.7432,0.3149,0.2961,0.3548,0.3257
2.9685,2.9267,1.1308,0.8779,1.252,1.0014,1.7385,1.7415,0.3138,0.2952,0.3548,0.3248
2.9586,2.9161,1.1314,0.88,1.2491,0.9998,1.7165,1.7302,0.3144,0.2957,0.3563,0.3245
2.9599,2.9159,1.1315,0.8797,1.2485,1.0018,1.7197,1.7318,0.3159,0.2974,0.3549,0.325
2.9777,2.9344,1.128,0.8764,1.248,0.9978,1.7367,1.7445,0.3133,0.2947,0.3529,0.3232
2.9599,2.9198,1.1285,0.8786,1.2476,0.9976,1.7256,1.733,0.3129,0.2947,0.3549,0.3239
2.9622,2.9189,1.1295,0.8786,1.2451,0.9981,1.7307,1.7393,0.3145,0.296,0.3521,0.3237
2.966,2.9241,1.1283,0.8794,1.2464,0.9953,1.7225,1.7295,0.3144,0.2961,0.3516,0.324
2.9549,2.9138,1.1259,0.8749,1.2471,0.9967,1.7228,1.7257,0.3117,0.2937,0.3523,0.3247
2.9698,2.9259,1.1275,0.8775,1.2459,0.997,1.7221,1.7353,0.3141,0.2959,0.3533,0.3227
2.9608,2.9172,1.1264,0.8773,1.2448,0.9968,1.7187,1.7277,0.3126,0.294,0.3525,0.3222
2.9581,2.9165,1.1236,0.876,1.2448,0.9971,1.7181,1.7294,0.3128,0.2947,0.3522,0.3241
2.9422,2.8991,1.1242,0.8763,1.2433,0.9955,1.717,1.7238,0.3117,0.2936,0.3529,0.3229
2.9681,2.9268,1.1247,0.8764,1.2416,0.9944,1.7233,1.7379,0.3117,0.2934,0.3526,0.3216
2.9634,2.9199,1.1231,0.8749,1.2432,0.9964,1.7156,1.7277,0.3112,0.2929,0.3513,0.323
2.9559,2.914,1.1231,0.876,1.2427,0.9945,1.7177,1.7235,0.3119,0.2939,0.3521,0.3222
2.9572,2.9166,1.1222,0.8762,1.242,0.9934,1.7158,1.7238,0.3127,0.2947,0.3526,0.3215
2.9433,2.9015,1.1201,0.874,1.2437,0.9945,1.7161,1.7252,0.31,0.292,0.351,0.3221
2.9575,2.9153,1.1207,0.8743,1.2414,0.9942,1.7101,1.7189,0.3109,0.2931,0.3512,0.3216
2.9576,2.9132,1.1175,0.8717,1.2409,0.9939,1.7072,1.72,0.309,0.2911,0.3497,0.3218
2.9463,2.9053,1.1209,0.8758,1.2412,0.9948,1.7125,1.72,0.3118,0.2939,0.3504,0.3214
2.9438,2.9017,1.1171,0.8717,1.2388,0.994,1.7068,1.7146,0.3104,0.2931,0.3502,0.3214
2.9528,2.913,1.1182,0.8742,1.2395,0.9947,1.7076,1.7201,0.309,0.2911,0.3517,0.3228
2.9417,2.8989,1.1153,0.8716,1.2387,0.9928,1.7077,1.716,0.3097,0.2924,0.3516,0.3226
2.9492,2.9087,1.1158,0.8728,1.2354,0.9896,1.6984,1.7117,0.3108,0.2926,0.3509,0.3209
2.9433,2.9031,1.1145,0.8713,1.2405,0.9923,1.7039,1.7127,0.31,0.2924,0.3502,0.3204
2.9543,2.9156,1.1126,0.8698,1.2365,0.9909,1.7122,1.7148,0.3085,0.2913,0.3504,0.3212
2.9422,2.901,1.1142,0.8716,1.2375,0.9907,1.7,1.7068,0.3083,0.2909,0.3517,0.3211
2.9427,2.9006,1.1118,0.8695,1.2319,0.9904,1.7011,1.7139,0.3089,0.2913,0.3505,0.3187
2.9511,2.9082,1.1105,0.8691,1.2339,0.9885,1.7068,1.714,0.3077,0.2902,0.348,0.3192
2.9309,2.8897,1.1139,0.8723,1.2323,0.9895,1.6931,1.7105,0.3112,0.2939,0.3487,0.3181
2.9437,2.9013,1.1111,0.8695,1.2348,0.9869,1.7025,1.7094,0.3079,0.2907,0.3511,0.3188
2.9479,2.9067,1.1098,0.8689,1.2348,0.9862,1.7033,1.7132,0.3075,0.2904,0.3495,0.3186
2.9363,2.8958,1.1118,0.8711,1.2323,0.9876,1.6901,1.7048,0.308,0.2903,0.3467,0.3183
2.9459,2.9051,1.1079,0.8681,1.2322,0.9879,1.6975,1.7082,0.3067,0.2893,0.3482,0.3161
2.9383,2.8972,1.1074,0.8677,1.2332,0.9868,1.6949,1.7062,0.3064,0.2889,0.3461,0.319
2.9339,2.8943,1.1086,0.8691,1.2293,0.9859,1.6944,1.7034,0.3073,0.2903,0.347,0.317
2.9472,2.9065,1.1085,0.8697,1.2283,0.9861,1.6977,1.7036,0.3069,0.2901,0.3468,0.3183
2.9413,2.8999,1.1053,0.867,1.228,0.9851,1.6892,1.7068,0.3073,0.29,0.3475,0.3188
2.9346,2.8955,1.1061,0.8671,1.227,0.9859,1.6937,1.7035,0.3053,0.2882,0.3444,0.3178
2.9318,2.8938,1.1052,0.8681,1.2257,0.9871,1.6877,1.6985,0.3056,0.2886,0.3474,0.319
2.9378,2.9003,1.101,0.8667,1.2241,0.985,1.6905,1.7033,0.3066,0.2896,0.3466,0.3178
2.9387,2.8987,1.0971,0.8668,1.2275,0.9869,1.6922,1.7047,0.3061,0.2891,0.3474,0.3176
2.9411,2.902,1.0966,0.8672,1.2268,0.9853,1.6886,1.6973,0.3046,0.2876,0.3468,0.3164
2.9226,2.8836,1.0981,0.8683,1.2227,0.9866,1.6845,1.6915,0.3061,0.2897,0.3471,0.3185
2.9361,2.8963,1.0954,0.866,1.2227,0.9847,1.688,1.6983,0.3067,0.2896,0.3469,0.3183
2.9324,2.8931,1.0938,0.8644,1.2214,0.981,1.6784,1.6834,0.3044,0.2877,0.3459,0.3177
2.9379,2.8987,1.0965,0.8669,1.2239,0.9843,1.6821,1.6982,0.305,0.2882,0.3456,0.3177
2.9318,2.8929,1.0937,0.8651,1.2232,0.9818,1.6841,1.6987,0.3042,0.2874,0.3448,0.3159
2.9264,2.8884,1.0933,0.8654,1.2221,0.9812,1.6828,1.692,0.3054,0.2888,0.3472,0.3177
2.9372,2.8977,1.0937,0.8656,1.2214,0.9852,1.6799,1.6878,0.3055,0.289,0.3473,0.3175
2.9317,2.8938,1.0919,0.8642,1.2221,0.9805,1.6872,1.6985,0.3033,0.287,0.3471,0.3176
2.9323,2.8933,1.0896,0.8634,1.2203,0.9828,1.6805,1.6898,0.3023,0.2855,0.3459,0.3164
2.9298,2.8896,1.0926,0.8658,1.2186,0.9784,1.6737,1.6875,0.303,0.2863,0.3447,0.3157
2.9261,2.8884,1.0913,0.8649,1.2174,0.9787,1.6849,1.6974,0.3043,0.2878,0.3459,0.3169
2.9281,2.8882,1.0914,0.8655,1.2172,0.9794,1.679,1.6841,0.3034,0.2872,0.3441,0.3153
2.9221,2.8837,1.0918,0.8663,1.2196,0.9823,1.6682,1.6806,0.3046,0.2882,0.3461,0.3143
2.9309,2.8913,1.0889,0.8637,1.2178,0.9794,1.6839,1.6826,0.3049,0.2884,0.3431,0.3146
2.9261,2.8859,1.0867,0.8622,1.2137,0.9818,1.6735,1.6823,0.3006,0.2846,0.3439,0.3148
2.922,2.8836,1.0855,0.8614,1.215,0.9772,1.6672,1.6795,0.3018,0.2851,0.3444,0.3139
2.9252,2.8869,1.0862,0.8624,1.2157,0.978,1.6804,1.6863,0.3027,0.2865,0.3438,0.313
2.9228,2.8838,1.0852,0.8615,1.2157,0.9764,1.6648,1.6697,0.3005,0.2844,0.3414,0.3142
2.9157,2.8764,1.0853,0.8618,1.2144,0.9764,1.6663,1.6755,0.3016,0.2854,0.3439,0.3163
2.9268,2.8876,1.0856,0.8624,1.2128,0.9758,1.6661,1.6812,0.3024,0.286,0.3426,0.3133
2.9273,2.8867,1.0823,0.8591,1.2135,0.976,1.6819,1.6935,0.2984,0.2829,0.3431,0.3138
2.9213,2.8818,1.0821,0.8607,1.2111,0.9764,1.6671,1.6734,0.3004,0.2846,0.3421,0.3141
2.9087,2.8702,1.0836,0.8617,1.2103,0.9734,1.6617,1.6681,0.3014,0.2856,0.3424,0.3145
2.9261,2.8864,1.0816,0.8589,1.2128,0.9747,1.6762,1.6748,0.2999,0.2841,0.3433,0.3143
2.9146,2.8758,1.083,0.8612,1.2145,0.9731,1.6553,1.6643,0.3005,0.285,0.3417,0.3134
2.9162,2.8751,1.0805,0.8587,1.2111,0.973,1.6624,1.6733,0.2993,0.2837,0.3416,0.3135
2.9174,2.8801,1.0811,0.8605,1.2135,0.9732,1.6683,1.6728,0.2992,0.2839,0.3425,0.3148
2.9197,2.8796,1.0785,0.8583,1.2111,0.9731,1.6539,1.6622,0.2995,0.2844,0.3431,0.3138
2.9147,2.8752,1.0812,0.8606,1.2096,0.9738,1.6554,1.6621,0.3003,0.2845,0.3416,0.312
2.9094,2.8706,1.0796,0.8601,1.2117,0.9728,1.6689,1.6815,0.2997,0.2839,0.3416,0.3103
2.9163,2.8769,1.0785,0.858,1.211,0.974,1.6595,1.6681,0.2986,0.2827,0.3418,0.3139
2.8967,2.8596,1.078,0.8594,1.2114,0.9727,1.6501,1.6671,0.2991,0.2836,0.3411,0.3109
2.9018,2.8645,1.078,0.8588,1.2094,0.9714,1.6493,1.6626,0.2993,0.2834,0.3411,0.3121
2.9207,2.8817,1.0766,0.8583,1.208,0.9708,1.6612,1.6703,0.2977,0.2827,0.3393,0.31215
2.9067,2.8667,1.076,0.8574,1.2066,0.9704,1.6506,1.6545,0.2984,0.2828,0.3384,0.3121
2.9021,2.865,1.0744,0.8563,1.2075,0.9708,1.663,1.6733,0.2979,0.2827,0.3409,0.3126
2.9002,2.8633,1.0772,0.8587,1.2077,0.9703,1.6413,1.6522,0.299,0.2832,0.3382,0.3121
2.9076,2.8726,1.0741,0.8568,1.2062,0.9715,1.6498,1.6679,0.2971,0.2818,0.3393,0.3094
2.9153,2.878,1.0775,0.8589,1.2077,0.9699,1.6593,1.6642,0.2982,0.2828,0.3390499999999999,0.311
2.90975,2.8716,1.0741,0.8566,1.2078,0.9664,1.65,1.6615,0.2973,0.282,0.3385,0.3114
2.9199,2.8749,1.0754,0.8592,1.2042,0.9675,1.6519,1.662,0.2984,0.2831,0.3388,0.3108
2.9073,2.872,1.0725,0.856,1.2049,0.9684,1.6495,1.6618,0.2971,0.2816,0.3391,0.3111
2.8975,2.8645,1.071,0.8546,1.2033,0.9671,1.6467,1.6542,0.2957,0.2809,0.3371,0.3113
2.8995,2.8667,1.0738,0.8579,1.2053,0.9682,1.6409,1.6582,0.297,0.2818,0.338,0.311
2.9192,2.8691,1.0725,0.8573,1.2051,0.9653,1.6418,1.665,0.2982,0.2828,0.3388,0.3096
2.9024,2.8786,1.0738,0.8586,1.2037,0.9646,1.6476,1.6592,0.2974,0.2825,0.3381,0.3085
2.9072,2.8574,1.0696,0.8551,1.2042,0.9661,1.6381,1.6485,0.2971,0.2819,0.3385,0.3106
2.9142,2.866,1.0722,0.8573,1.2019,0.965,1.6488,1.6636,0.2981,0.2831,0.3386,0.3101
2.9022,2.8748,1.0704,0.8555,1.2009,0.965,1.6464,1.6561,0.2965,0.2816,0.3384,0.3081
2.8904,2.8568,1.0698,0.8557,1.2034,0.965,1.6351,1.6483,0.2964,0.2816,0.3373,0.3097
2.9127,2.865,1.0691,0.8545,1.2,0.9664,1.6482,1.6556,0.2955,0.2808,0.3363,0.3089
2.8967,2.87,1.0685,0.8537,1.2027,0.9696,1.6466,1.6601,0.2958,0.2811,0.3376,0.3082
2.8871,2.8536,1.0674,0.8541,1.2023,0.9645,1.6288,1.6421,0.2958,0.2812,0.3373,0.3078
2.896,2.862,1.0662,0.8523,1.1988,0.9637,1.6423,1.656,0.2938,0.2791,0.3354,0.308
2.9065,2.8681,1.0666,0.8539,1.201,0.9658,1.6424,1.6538,0.2958,0.2812,0.337,0.3097
2.8851,2.8595,1.0686,0.8549,1.1984,0.9638,1.6299,1.6392,0.2961,0.2814,0.3373,0.3086
2.9027,2.8632,1.0666,0.8531,1.2012,0.9664,1.6349,1.6535,0.294,0.2793,0.3342,0.3092
2.9081,2.8711,1.0648,0.8519,1.1978,0.9646,1.6429,1.6599,0.294,0.2799,0.3358,0.3082
2.8923,2.8609,1.0665,0.8528,1.1984,0.9626,1.632,1.6433,0.2945,0.2794,0.3359,0.3072
2.9148,2.8667,1.066,0.8535,1.1982,0.964,1.6434,1.6562,0.294,0.2795,0.3366,0.3068
2.8848,2.8594,1.0635,0.8512,1.1972,0.9637,1.6287,1.6407,0.2936,0.2791,0.3356,0.3074
2.884,2.851,1.0617,0.8502,1.1981,0.9633,1.6229,1.63,0.2936,0.2794,0.3352,0.3073
2.9008,2.8627,1.0643,0.8532,1.1948,0.9601,1.6314,1.6384,0.293,0.2789,0.3347,0.3079
2.8896,2.8467,1.0608,0.8494,1.1951,0.9639,1.6344,1.6447,0.2914,0.2768,0.3354,0.3075
2.8802,2.8533,1.0622,0.8515,1.1969,0.9637,1.62505,1.634,0.2941,0.2795,0.335,0.3068
2.8973,2.8427,1.0612,0.8516,1.194,0.9596,1.6333,1.6408,0.2946,0.28,0.3334,0.3055
2.8825,2.8525,1.0618,0.8507,1.1943,0.9613,1.621,1.6359,0.293,0.2789,0.3347,0.306
2.898,2.8503,1.0613,0.8503,1.1944,0.9616,1.6271,1.6376,0.293,0.2791,0.3357,0.3068
2.8872,2.8585,1.0621,0.8521,1.194,0.9624,1.6258,1.6357,0.2945,0.28,0.3337,0.3066
2.8918,2.8469,1.0612,0.852,1.1897,0.9607,1.6285,1.6414,0.2946,0.2806,0.3334,0.3063
2.8827,2.8396,1.0587,0.849,1.1876,0.9613,1.615,1.6277,0.2914,0.2772,0.3346,0.3064
2.8898,2.8461,1.0592,0.8504,1.1881,0.9617,1.6317,1.6347,0.2924,0.2781,0.3324,0.3075
2.8883,2.8623,1.0577,0.8485,1.187,0.9585,1.6327,1.6437,0.2928,0.2782,0.3337,0.3063
2.8739,2.8396,1.0584,0.8494,1.1891,0.9603,1.6212,1.6259,0.2924,0.2784,0.333,0.3046
2.8836,2.8388,1.0578,0.8499,1.1897,0.9586,1.6261,1.6291,0.2914,0.2768,0.3338,0.3037
2.8895,2.8389,1.0574,0.8496,1.187,0.9579,1.6198,1.6248,0.2916,0.278,0.3329,0.3041
2.9071,2.8547,1.0565,0.8489,1.1873,0.9594,1.6324,1.6451,0.2927,0.2787,0.3339,0.3046
2.8893,2.854,1.056,0.848,1.1893,0.9608,1.6181,1.6317,0.291,0.2768,0.3337,0.3053
2.8765,2.8432,1.057,0.8491,1.1882,0.956,1.6135,1.625,0.2921,0.2783,0.3323,0.306
2.8868,2.8423,1.0572,0.8501,1.1865,0.9579,1.6196,1.6347,0.2917,0.2775,0.3338,0.307
2.8844,2.8486,1.0572,0.8493,1.1849,0.9563,1.6067,1.6181,0.2915,0.277,0.3304,0.3053
2.8789,2.8456,1.0543,0.8469,1.1857,0.9575,1.6142,1.624,0.2892,0.275,0.3323,0.3056
2.8909,2.8502,1.0558,0.8494,1.1861,0.9582,1.6189,1.6301,0.291,0.2769,0.3327,0.3051
2.8766,2.8359,1.0541,0.849,1.1871,0.9563,1.6085,1.6177,0.2905,0.2767,0.3317,0.3056
2.889,2.8559,1.0535,0.8473,1.1856,0.9573,1.6138,1.6222,0.2894,0.2755,0.3343,0.3049
2.8871,2.8315,1.0547,0.8491,1.1836,0.9558,1.606,1.6163,0.292,0.278,0.3329,0.304
2.8708,2.8506,1.0543,0.8484,1.1817,0.9562,1.6039,1.615,0.292,0.2781,0.3334,0.3059
2.8868,2.8427,1.0549,0.8503,1.1855,0.9561,1.6121,1.6332,0.2909,0.277,0.3304,0.3056
2.8727,2.844,1.0514,0.8462,1.1867,0.9543,1.6171,1.6266,0.2895,0.2758,0.3315,0.3042
2.8884,2.8466,1.0493,0.8449,1.1808,0.954,1.6138,1.6146,0.2896,0.2757,0.3305,0.3038
2.8763,2.8415,1.0511,0.8464,1.1801,0.9555,1.605,1.6192,0.289,0.276,0.3301,0.3044
2.8789,2.8426,1.0515,0.8468,1.1814,0.9564,1.6084,1.6207,0.2883,0.275,0.332,0.3042
2.8764,2.8493,1.0511,0.8455,1.181,0.956,1.6055,1.6178,0.2891,0.2757,0.3304,0.3047
2.8777,2.8386,1.0506,0.8461,1.1807,0.9549,1.6059,1.6201,0.2899,0.2761,0.331,0.3038
2.8792,2.8428,1.0501,0.8457,1.1805,0.9543,1.6134,1.6219,0.2876,0.2737,0.3313,0.3028
2.8686,2.8337,1.0505,0.8474,1.1839,0.9534,1.5919,1.6059,0.289,0.2755,0.3322,0.3037
2.874,2.8447,1.0505,0.847,1.1796,0.9544,1.6065,1.6202,0.2887,0.2754,0.3301,0.3038
2.8739,2.8327,1.0475,0.8444,1.1791,0.9514,1.6007,1.6079,0.2888,0.2748,0.3313,0.3039
2.8741,2.8366,1.0483,0.8458,1.1769,0.9544,1.6056,1.6161,0.2897,0.276,0.3305,0.3019
2.8829,2.8457,1.0483,0.8456,1.1778,0.9546,1.6042,1.607,0.2887,0.2755,0.3302,0.3013
2.8694,2.8467,1.0473,0.844,1.179,0.9541,1.597,1.607,0.2882,0.2746,0.3308,0.3042
2.8803,2.8396,1.0469,0.8453,1.1783,0.954,1.6062,1.6151,0.2872,0.2741,0.3303,0.3011
2.8773,2.846,1.0489,0.8469,1.1768,0.9544,1.6035,1.6074,0.2884,0.275,0.3299,0.3015
2.8786,2.828,1.0465,0.8445,1.1771,0.9541,1.6006,1.6102,0.2882,0.2746,0.3288,0.3021
2.8632,2.8373,1.0485,0.8465,1.1741,0.9533,1.5922,1.6031,0.2893,0.2762,0.3277,0.3018
2.8733,2.8348,1.0487,0.8465,1.1757,0.9538,1.5987,1.6121,0.2876,0.2744,0.3304,0.3013
2.8803,2.8348,1.0457,0.843,1.1722,0.954,1.6062,1.6096,0.2878,0.2745,0.3271,0.3006
2.8799,2.8406,1.0442,0.8428,1.1749,0.9526,1.5981,1.6039,0.2862,0.273,0.3291,0.3021
2.8747,2.8403,1.0461,0.844,1.177,0.9541,1.5956,1.6095,0.287,0.273,0.3302,0.3016
2.8602,2.8268,1.0434,0.8429,1.1745,0.9511,1.5909,1.6016,0.2872,0.2739,0.3304,0.3034
2.8726,2.8408,1.0449,0.8442,1.1744,0.9503,1.5971,1.6044,0.2863,0.273,0.328,0.302
2.8705,2.8313,1.0441,0.8439,1.1742,0.9515,1.5855,1.5987,0.2865,0.2735,0.3269,0.3016
2.8623,2.8274,1.042,0.8422,1.1731,0.9521,1.5941,1.6016,0.2848,0.2717,0.3287,0.2994
2.8655,2.8348,1.0415,0.8402,1.172,0.9526,1.5996,1.6039,0.2849,0.2725,0.3271,0.3015
2.8553,2.8293,1.0409,0.8417,1.1729,0.9508,1.5879,1.6002,0.286,0.2727,0.3302,0.3006
2.8573,2.8279,1.0428,0.8429,1.1725,0.95,1.5844,1.604,0.2854,0.2721,0.3291,0.3016
2.872,2.828,1.0443,0.8445,1.1709,0.9521,1.5907,1.6015,0.2858,0.2734,0.3267,0.2997
2.8705,2.8427,1.0404,0.8423,1.1699,0.9522,1.5876,1.5991,0.2851,0.2722,0.3269,0.2996
2.8636,2.8306,1.0403,0.8414,1.1708,0.9507,1.5815,1.593,0.28645,0.2726,0.3269,0.3002
2.8609,2.8178,1.0396,0.8402,1.1702,0.951,1.59,1.6001,0.2853,0.2724,0.3275,0.3011
2.8641,2.8279,1.0405,0.8413,1.17,0.951,1.5794,1.5919,0.2837,0.2715,0.3267,0.2993
2.867,2.8186,1.041,0.8419,1.1714,0.9493,1.5818,1.5889,0.2854,0.272,0.3269,0.3
2.8697,2.8351,1.0407,0.8423,1.1685,0.9492,1.5889,1.597,0.2851,0.2721,0.3255,0.2984
2.859,2.8363,1.0389,0.8405,1.1688,0.9472,1.5905,1.6088,0.2841,0.2711,0.3272,0.2984
2.8623,2.8236,1.0382,0.8401,1.168,0.9506,1.5849,1.5918,0.2841,0.2715,0.3272,0.299
2.8592,2.83,1.0389,0.8421,1.168,0.9475,1.5864,1.5944,0.2853,0.2728,0.3256,0.2994
2.8616,2.8349,1.0381,0.8402,1.1707,0.9471,1.5793,1.5894,0.2845,0.2717,0.3256,0.2995
2.8599,2.8197,1.0377,0.8394,1.1679,0.9477,1.5785,1.5934,0.2841,0.2708,0.3256,0.2993
2.8583,2.8376,1.0391,0.8421,1.1677,0.9447,1.5816,1.5933,0.284,0.2721,0.3242,0.2989
2.8598,2.8129,1.0367,0.8394,1.1688,0.9451,1.5742,1.5922,0.2835,0.2711,0.3249,0.2999
2.8591,2.8328,1.0391,0.842,1.1696,0.9449,1.5808,1.591,0.2842,0.2705,0.3262,0.2986
2.8649,2.8219,1.0372,0.84,1.1664,0.9452,1.5803,1.5926,0.284,0.272,0.3253,0.299
2.858,2.8288,1.0365,0.8406,1.1682,0.9452,1.5777,1.5899,0.2838,0.271,0.3253,0.3001
2.8607,2.8266,1.0371,0.8413,1.1673,0.9443,1.5723,1.587,0.2833,0.2691,0.3252,0.2975
2.8541,2.8168,1.0352,0.8384,1.1661,0.9466,1.5654,1.5844,0.2813,0.2698,0.3255,0.2981
2.8534,2.8167,1.0357,0.8391,1.1655,0.943,1.5755,1.5828,0.2833,0.271,0.3238,0.2983
2.8561,2.809,1.0349,0.8383,1.1668,0.9466,1.5662,1.5791,0.2834,0.2693,0.3249,0.2975
2.8555,2.824,1.0335,0.837,1.1644,0.9435,1.5771,1.5956,0.2822,0.2698,0.3264,0.2975
2.853,2.8229,1.035,0.8393,1.1652,0.9436,1.5714,1.5837,0.2832,0.2709,0.3252,0.2975
2.8565,2.8208,1.0335,0.8379,1.1656,0.9436,1.5683,1.5818,0.2815,0.2691,0.3244,0.2976
2.8478,2.8146,1.0339,0.8382,1.1646,0.9427,1.57,1.5854,0.2819,0.2699,0.3245,0.2981
2.8588,2.821,1.0328,0.8384,1.1646,0.9416,1.5783,1.5921,0.2825,0.2688,0.3224,0.2972
2.8563,2.8357,1.0322,0.838,1.1634,0.9418,1.5669,1.5842,0.282,0.2691,0.3226,0.2964
2.8472,2.8074,1.0338,0.8394,1.1634,0.9445,1.5639,1.5789,0.2829,0.2701,0.3233,0.2986
2.8647,2.8258,1.0323,0.8375,1.1631,0.9424,1.5773,1.591,0.2814,0.2693,0.3235,0.2973
2.845,2.8079,1.0327,0.8378,1.1635,0.9424,1.5594,1.5731,0.2813,0.2692,0.3245,0.2962
2.8541,2.8125,1.0317,0.8369,1.1631,0.9444,1.5651,1.571,0.2809,0.269,0.323,0.2975
2.8597,2.8314,1.0345,0.8401,1.1639,0.941,1.5761,1.5874,0.2825,0.2709,0.3231,0.2985
2.8389,2.8145,1.0301,0.8365,1.1616,0.9411,1.5537,1.5714,0.2807,0.2683,0.3251,0.2972
2.8462,2.8123,1.0293,0.8362,1.1626,0.9409,1.5712,1.5817,0.2802,0.2685,0.3236,0.2967
2.8511,2.8188,1.031,0.8375,1.1626,0.9417,1.5655,1.5813,0.2806,0.2675,0.323,0.2972
2.8397,2.8184,1.0301,0.8366,1.1579,0.9422,1.5638,1.5745,0.281,0.2679,0.3232,0.2955
2.8442,2.8049,1.0282,0.8352,1.1609,0.9419,1.5606,1.5731,0.2794,0.2677,0.325,0.2949
2.8472,2.8131,1.0274,0.8336,1.1603,0.9408,1.5586,1.5734,0.2796,0.2682,0.3235,0.2956
2.8564,2.8212,1.0304,0.8373,1.1592,0.9408,1.5638,1.5754,0.2813,0.2693,0.3219,0.2963
2.8462,2.8101,1.0308,0.8375,1.1597,0.9409,1.5553,1.5686,0.2805,0.2685,0.3223,0.294
2.8512,2.8235,1.0312,0.838,1.1591,0.9402,1.5654,1.5828,0.2813,0.2695,0.3212,0.2964
2.8478,2.8092,1.0283,0.8347,1.156,0.9407,1.5615,1.5768,0.2792,0.2671,0.3213,0.2947
2.8446,2.8167,1.0286,0.8366,1.1571,0.9396,1.5474,1.561,0.2792,0.2676,0.3219,0.2959
2.8505,2.8108,1.0263,0.8347,1.1573,0.9393,1.5594,1.5775,0.2803,0.267,0.3225,0.2963
2.8435,2.8121,1.0287,0.8377,1.157,0.9389,1.5615,1.5702,0.2799,0.269,0.3207,0.2954
2.8487,2.8131,1.0278,0.8352,1.1589,0.9401,1.5591,1.5657,0.2796,0.2672,0.3219,0.2958
2.8541,2.8151,1.0269,0.8351,1.1575,0.9382,1.5661,1.5737,0.2785,0.2662,0.321,0.2959
2.8309,2.8125,1.0266,0.8344,1.1552,0.9411,1.5456,1.5648,0.2786,0.2677,0.3218,0.2953
2.8424,2.8116,1.0261,0.8344,1.1561,0.9387,1.5486,1.5615,0.2786,0.2661,0.3221,0.2953
2.8544,2.8117,1.0255,0.8337,1.1581,0.9409,1.5589,1.5738,0.2804,0.2673,0.321,0.2971
2.8361,2.8052,1.0264,0.8356,1.1571,0.9399,1.5542,1.5606,0.2791,0.2672,0.3225,0.2965
2.8501,2.8113,1.0273,0.8363,1.159,0.9424,1.5525,1.5664,0.2791,0.2678,0.3223,0.2964
2.8373,2.8017,1.0278,0.8371,1.15705,0.94,1.5454,1.5513,0.2794,0.267,0.3215,0.2963
2.8477,2.8137,1.0241,0.8338,1.1554,0.9382,1.5575,1.566,0.2787,0.2673,0.3196,0.2944
2.8456,2.8081,1.0253,0.8347,1.15635,0.938,1.5477,1.5566,0.2783,0.2671,0.3226,0.2954
2.8377,2.8098,1.0257,0.8352,1.1568,0.9394,1.5471,1.5615,0.278,0.2662,0.3227,0.2956
2.8447,2.8131,1.0241,0.8343,1.1549,0.9379,1.5526,1.5632,0.2791,0.2663,0.3214,0.2967
2.8491,2.8177,1.0227,0.8322,1.1546,0.937,1.5551,1.5687,0.2774,0.2661,0.3216,0.2938
2.8318,2.8041,1.0253,0.8348,1.1545,0.9383,1.5441,1.5517,0.2792,0.2671,0.3213,0.2946
2.8298,2.8044,1.0257,0.8349,1.1535,0.9352,1.548,1.5616,0.2789,0.2676,0.3219,0.2946
2.8346,2.799,1.0221,0.832,1.1551,0.9358,1.5479,1.5645,0.277,0.2654,0.3201,0.2947
2.8397,2.807,1.0253,0.8345,1.1558,0.9367,1.5488,1.5597,0.2784,0.2665,0.3224,0.2938
2.8471,2.7964,1.0239,0.8339,1.1551,0.9352,1.5513,1.5601,0.2776,0.2669,0.319,0.2937
